Name,Coverage
BK11_02,111.2513
BK11_02,103.9553
BK11_02,136.6202
BK11_02,119.2766
BK11_02,119.8001
BK11_02,136.942
BK11_02,108.9621
BK11_02,109.3385
BK11_02,108.2092
BK11_02,93.3439
BK11_02,80.4076
BK11_02,123.9177
BK11_02,126.39
BK11_02,95.3032
BK11_02,112.608
BK11_02,92.0937
BK11_02,85.3143
BK11_02,99.361
BK11_02,118.6942
BK11_02,321.9301
BK11_02,122.6916
BK11_02,128.3757
BK11_02,84.5071
BK11_02,125.0234
BK11_02,87.7529
BK11_02,235.195
BK11_02,136.7612
BK11_02,107.9765
BK11_02,104.4403
BK11_02,124.416
BK11_02,123.8551
BK11_02,104.1286
BK11_02,108.528
BK11_02,81.0826
BK11_02,287.5324
BK11_02,117.3421
BK11_02,114.526
BK11_02,116.5893
BK11_02,108.4753
BK11_02,126.6725
BK11_02,104.4858
BK11_02,89.601
BK11_02,92.6328
BK11_02,117.5612
BK11_02,114.8283
BK11_02,107.9641
BK11_02,96.6417
BK11_02,100.1164
BK11_02,84.7721
BK11_02,120.4928
BK11_02,112.1104
BK11_02,112.3305
BK11_02,48.2823
BK11_02,118.6221
BK11_02,135.1956
BK11_02,304.3862
BK11_02,127.8886
BK11_02,109.1987
BK11_02,99.8726
BK11_02,89.523
BK11_02,103.5096
BK11_02,119.3536
BK11_02,161.6915
BK11_02,124.391
BK11_02,100.4805
BK11_02,121.9107
BK11_02,108.2642
BK11_02,112.7329
BK11_02,83.066
BK11_02,122.5805
BK11_02,106.9001
BK11_02,108.0107
BK11_02,95.4734
BK11_02,85.5436
BK11_02,160.9192
BK11_02,13.405
BK11_02,69.4032
BK11_02,76.0519
BK11_02,127.2624
BK11_02,143.0466
BK11_02,99.2932
BK11_02,141.4773
BK11_02,110.4034
BK11_02,134.4212
BK11_02,144.2412
BK11_02,88.7428
BK11_02,87.3053
BK11_02,335.1573
BK11_02,184.4222
BK11_02,199.19
BK11_02,114.4589
BK11_02,125.1201
BK11_02,113.395
BK11_02,117.6267
BK11_02,104.0587
BK11_02,119.8337
BK11_02,124.2522
BK11_02,126.5161
BK11_02,115.0704
BK11_02,165.6583
BK11_02,114.1979
BK11_02,81.7829
BK11_02,113.9429
BK11_02,93.7796
BK11_02,186.5783
BK11_02,147.2251
BK11_02,116.3766
BK11_02,79.4341
BK11_02,109.7253
BK11_02,131.0325
BK11_02,80.3652
BK11_02,147.0786
BK11_02,126.1479
BK11_02,111.7908
BK11_02,125.9563
BK11_02,110.9348
BK11_02,124.0503
BK11_02,114.8987
BK11_02,91.1749
BK11_02,84.8967
BK11_02,215.5666
BK11_02,133.2699
BK11_02,166.9206
BK11_02,101.7489
BK11_02,93.218
BK11_02,307.6811
BK11_02,104.9876
BK11_02,158.1233
BK11_02,178.0568
BK11_02,117.4452
BK11_02,102.1011
BK11_02,152.2683
BK11_02,126.7582
BK11_02,134.498
BK11_02,81.2205
BK11_02,114.3
BK11_02,125.4509
BK11_02,189.3442
BK11_02,135.6767
BK11_02,96.7005
BK11_02,223.3982
BS11_05,88.6152
BS11_05,91.49
BS11_05,101.4749
BS11_05,102.0109
BS11_05,103.2926
BS11_05,107.6771
BS11_05,108.0802
BS11_05,109.0546
BS11_05,109.41
BS11_05,110.4368
BS11_05,115.5024
BS11_05,115.8305
BS11_05,122.7331
BS11_05,124.9042
BS11_05,129.8333
BS11_05,130.6639
BS11_05,130.757
BS11_05,133.5523
BS11_05,134.5124
BS11_05,134.556
BS11_05,145.559
BS11_05,145.985
BS11_05,147.4006
BS11_05,148.4629
BS11_05,148.872
BS11_05,149.2349
BS11_05,152.0115
BS11_05,152.977
BS11_05,153.302
BS11_05,154.5725
BS11_05,156.1682
BS11_05,157.3443
BS11_05,157.4571
BS11_05,160.0471
BS11_05,162.8558
BS11_05,167.6998
BS11_05,169.3955
BS11_05,172.3292
BS11_05,174.7697
BS11_05,175.2097
BS11_05,176.629
BS11_05,177.4367
BS11_05,177.9767
BS11_05,178.9063
BS11_05,180.8477
BS11_05,183.6146
BS11_05,185.2864
BS11_05,191.1522
BS11_05,192.7974
BS11_05,200.2171
BS11_05,201.1396
BS11_05,202.322
BS11_05,204.9154
BS11_05,209.0997
BS11_05,211.7784
BS11_05,213.1604
BS11_05,220.3899
BS11_05,222.3566
BS11_05,225.7585
BS11_05,230.3528
BS11_05,231.1743
BS11_05,232.2176
BS11_05,233.8892
BS11_05,236.1136
BS11_05,243.0848
BS11_05,244.7134
BS11_05,244.9822
BS11_05,251.6575
BS11_05,257.3498
BS11_05,260.4973
BS11_05,262.0784
BS11_05,265.3064
BS11_05,265.6828
BS11_05,268.1687
BS11_05,269.0381
BS11_05,270.8372
BS11_05,271.6262
BS11_05,273.6257
BS11_05,277.8579
BS11_05,283.8742
BS11_05,293.989
BS11_05,297.4024
BS11_05,324.3581
BS11_05,327.9435
BS11_05,335.4904
BS11_05,345.5633
BS11_05,346.2398
BS11_05,359.7877
BS11_05,376.8284
BS11_05,385.661
BS11_05,403.7047
BS11_05,416.2976
BS11_05,428.7748
BS11_05,440.1423
BS11_05,440.1541
BS11_05,464.8133
BS11_05,469.1688
BS11_05,496.2011
BS11_05,498.981
BS11_05,522.212
BS11_05,527.143
BS11_05,531.2682
BS11_05,537.8221
BS11_05,576.2471
BS11_05,678.8874
BS11_05,762.5496
BS11_05,1343.9478
BS11_05,1368.9872
BS11_05,2073.7171
BS11_05,86.8502
BS11_05,81.4016
BS11_05,87.8584
BS11_05,81.2643
BS11_05,81.4345
BS11_05,82.7607
BS11_05,81.1509
BS11_05,83.1155
BS11_05,89.4377
BS11_05,105.5565
BS11_05,85.7793
BS11_05,82.8751
BS11_05,81.5213
BS11_05,76.3657
BS11_05,85.6106
BS11_05,81.7501
BS11_05,77.8883
BS11_05,86.5548
BS11_05,84.4112
BS11_05,83.8122
BS11_05,89.6794
BS11_05,75.8767
BS11_05,74.6293
BS11_05,99.1282
BS11_05,80.2237
BS11_05,75.7321
BS11_05,84.0219
BS11_05,83.5858
BS11_05,83.8264
BS11_05,82.1797
BS11_05,83.3414
BS11_05,75.6137
BS11_05,76.258
BS11_05,76.9356
BS11_05,83.9119
BS11_05,83.0079
BS11_05,85.7514
BS11_05,81.8066
BS11_05,82.9686
BS11_05,81.4955
BS11_05,74.6892
BS11_05,89.8742
BS11_05,78.9254
BS11_05,116.982
BS11_05,83.9323
BS11_05,83.6591
BS11_05,88.3761
BS11_05,99.8477
BS11_05,75.0688
BS11_05,81.8516
BS11_05,75.8879
BS11_05,87.7371
BS11_05,86.7692
BS11_05,77.2038
BS11_05,89.4864
BS11_05,82.09
BS11_05,77.1454
BS11_05,85.9687
BS11_05,79.7346
BS11_05,72.7612
BS11_05,81.1307
BS11_05,77.1286
BS11_05,81.3797
BS11_05,87.0158
BS11_05,73.7569
BS11_05,77.7923
BS11_05,84.4429
BS11_05,82.4383
BS11_05,78.1347
BS11_05,81.913
BS11_05,85.6677
BS11_05,80.2434
BS11_05,75.6918
BS11_05,80.3112
BS11_05,131.1288
BS11_05,74.2019
BS11_05,81.9512
BS11_05,78.6781
BS11_05,76.572
BS11_05,88.5587
BS11_05,85.3089
BS11_05,79.9698
BS11_05,75.7378
BS11_05,76.431
BS11_05,83.1644
BS11_05,77.2914
BS11_05,79.4257
BS11_05,96.3391
BS11_05,75.6922
BS11_05,79.6826
BS11_05,88.9012
BS11_05,79.7582
BS11_05,79.5705
BS11_05,86.386
BS11_05,80.7748
BS11_05,83.5224
BS11_05,83.3638
BS11_05,93.6989
BS11_05,82.0828
BS11_05,82.875
BS11_05,77.5309
BS11_05,78.0884
BS11_05,86.8598
BS11_05,86.8459
BS11_05,100.5559
BS11_05,83.6441
BS11_05,80.2892
BS11_05,98.2384
BS11_05,86.6287
BS11_05,84.0236
BS11_05,86.244
BS11_05,83.0263
BS11_05,81.0422
BS11_05,74.8747
BS11_05,96.6701
BS11_05,85.28
BS11_05,86.4897
BS11_05,82.3887
BS11_05,56.9999
BS11_05,83.3693
BS11_05,75.6335
BS11_05,129.2928
BS11_05,76.256
BS11_05,76.7314
BS11_05,75.8495
BS11_05,80.4499
BS11_05,83.174
BS11_05,70.1255
BS11_05,76.3544
BS11_05,78.9237
BS11_05,78.5577
BS11_05,91.1184
BS11_05,85.7273
BS11_05,77.2648
BS11_05,114.5979
BS11_05,81.7636
BS11_05,81.6064
BS11_05,85.5364
BS11_05,69.5585
BS11_05,85.2525
BS11_05,71.6952
BS11_05,73.5493
BS11_05,84.7865
BS11_05,79.773
BS11_05,79.0969
BS11_05,92.6563
BS11_05,82.0719
BS11_05,78.7763
BS11_05,76.0375
BS11_05,128.1075
BS11_05,85.9404
BS11_05,80.3871
BS11_05,76.9544
BS11_05,85.6938
BS11_05,80.7381
BS11_05,79.168
BS11_05,95.838
BS11_05,76.3523
BS11_05,76.316
BS11_05,73.4763
BS11_05,86.6193
BS11_05,118.8602
BS11_05,96.9069
BS11_05,183.0269
BS11_05,73.0774
BS11_05,70.521
BS11_05,82.0506
BS11_05,99.7287
BS11_05,80.2992
BS11_05,74.3522
BS11_05,87.6148
BS11_05,80.3414
BS11_05,90.4446
BS11_05,65.5976
BS11_05,82.9395
BS11_05,85.378
BS11_05,71.7762
BS11_05,79.6069
BS11_05,81.5532
BS11_05,65.8549
BS11_05,81.6313
BS11_05,77.3877
BS11_05,68.2925
BS11_05,120.7581
BS11_05,83.4053
BS11_05,76.4971
BS11_05,74.6066
BS11_05,92.3992
BS11_05,86.0047
BS11_05,79.4794
BS11_05,99.1376
BS11_05,266.8858
BS11_05,74.0473
BS11_05,93.2439
BS11_05,71.6646
BS11_05,82.7018
BS11_05,84.2764
BS11_05,78.0311
BS11_05,80.9739
BS11_05,87.2352
BS11_05,81.4901
BS11_05,75.0289
BS11_05,103.4306
BS11_05,84.4764
BS11_05,76.22
BS11_05,88.1832
BS11_05,78.7466
BS11_05,137.1799
BS11_05,94.2375
BS11_05,83.6788
BS11_05,72.5464
BS11_05,72.7985
BS11_05,84.5631
BS11_05,76.3988
BS11_05,87.2782
BS11_05,109.2777
BS11_05,78.2266
BS11_05,75.845
BS11_05,97.483
BS11_05,88.049
BS11_05,75.4405
BS11_05,78.2629
BS11_05,89.0364
BS11_05,76.3773
BS11_05,87.7846
BS11_05,84.8104
BS11_05,71.462
BS11_05,104.2761
BS11_05,88.9417
BS11_05,67.7812
BS11_05,89.5578
BS11_05,77.8532
BS11_05,89.2549
BS11_05,72.9269
BS11_05,73.6285
BS11_05,75.7996
BS11_05,83.5634
BS11_05,91.4037
BS11_05,80.0423
BS11_05,123.5139
BS11_05,85.4916
BS11_05,82.0943
BS11_05,64.8705
BS11_05,76.8766
BS11_05,103.7167
BS11_05,100.1807
BS11_05,83.8634
BS11_05,91.8635
BS11_05,74.8645
BS11_05,109.3815
BS11_05,89.9518
BS11_05,71.0921
BS11_05,89.261
BS11_05,84.2225
BS11_05,81.2996
BS11_05,86.7034
BS11_05,95.792
BS11_05,84.5597
BS11_05,81.9297
BS11_05,60.5865
BS11_05,80.8598
BS11_05,85.3594
BS11_05,80.646
BS11_05,81.8527
BS11_05,79.0075
BS11_05,91.3352
BS11_05,73.7356
BS11_05,75.1514
BS11_05,74.954
BS11_05,93.7331
BS11_05,70.1001
BS11_05,100.201
BS11_05,73.9511
BS11_05,102.0361
BS11_05,104.594
BS11_05,96.5106
BS11_05,58.3388
BS11_05,87.8417
BS11_05,90.1172
BS11_05,87.448
BS11_05,82.8226
BS11_05,77.6509
BS11_05,84.4022
BS11_05,100.6258
BS11_05,78.5886
BS11_05,100.0941
BS11_05,87.9056
BS11_05,79.2422
BS11_05,80.2919
BS11_05,97.215
BS11_05,87.5687
BS11_05,74.3777
BS11_05,73.9428
BS11_05,74.5058
BS11_05,69.4582
BS11_05,63.1315
BS11_05,90.0064
BS11_05,84.73
BS11_05,73.6452
BS11_05,71.8139
BS11_05,127.6517
BS11_05,72.2369
BS11_05,71.0832
BS11_05,84.6767
BS11_05,85.528
BS11_05,74.5303
BS11_05,112.1649
BS11_05,77.9658
BS11_05,77.0174
BS11_05,187.1901
BS11_05,86.8902
BS11_05,75.3612
BS11_05,84.1649
BS11_05,96.6563
BS11_05,80.7745
BS11_05,97.8889
BS11_05,71.3516
BS11_05,72.2544
BS11_05,90.2551
BS11_05,75.5069
BS11_05,75.2392
BS11_05,62.8201
BS11_05,62.7579
BS11_05,186.4741
BS11_05,59.9314
BS11_05,82.521
BS11_05,95.012
BS11_05,70.5423
BS11_05,87.1086
BS11_05,80.8383
BS11_05,68.8075
BS11_05,100.2879
BS11_05,79.9448
BS11_05,76.7318
BS11_05,248.1806
BS11_05,160.8962
BS11_05,77.1181
BS11_05,77.8991
BS11_05,80.7989
BS11_05,82.95
BS11_05,125.8643
BS11_05,86.7445
BS11_05,97.7462
BS11_05,82.8426
BS11_05,103.5295
BS11_05,91.193
BS11_05,67.5782
BS11_05,71.9359
BS11_05,88.357
BS11_05,80.7513
BS11_05,76.659
BS11_05,65.9981
BS11_05,90.1889
BS11_05,92.7232
BS11_05,89.8186
BS11_05,81.765
BS11_05,84.6035
BS11_05,66.217
BS11_05,71.0572
BS11_05,76.8978
BS11_05,78.9078
BS11_05,80.4795
BS11_05,75.3896
BS11_05,107.5231
BS11_05,78.1668
BS11_05,89.0859
BS11_05,89.0459
BS11_05,110.3186
BS11_05,93.6711
BS11_05,64.6419
BS11_05,97.8036
BS11_05,70.0773
BS11_05,76.9134
BS11_05,75.5833
BS11_05,84.1692
BS11_05,56.5198
BS11_05,109.2068
BS11_05,148.1073
BS11_05,105.7525
BS11_05,66.2304
BS11_05,81.7416
BS11_05,65.2561
BS11_05,80.7811
BS11_05,65.739
BS11_05,84.466
BS11_05,162.4243
BS11_05,99.1307
BS11_05,90.1371
BS11_05,74.6368
BS11_05,196.038
BS11_05,88.3323
BS11_05,78.1796
BS11_05,90.1605
BS11_05,90.3506
BS11_05,74.6265
BS11_05,64.5029
BS11_05,71.0464
BS11_05,130.5297
BS11_05,75.318
BS11_05,149.6712
BS11_05,67.8113
BS11_05,101.2411
BS11_05,182.8431
BS11_05,64.3474
BS11_05,65.5544
BS11_05,80.4613
BS11_05,80.6449
BS11_05,70.7041
BS11_05,101.416
BS11_05,81.3811
BS11_05,81.5974
BS11_05,685.9099
BS11_05,107.6697
BS11_05,82.3543
BS11_05,70.2519
BS11_05,159.7532
BS11_05,65.7513
BS11_05,72.8963
BS11_05,83.4956
BS11_05,89.5011
BS11_05,92.9776
BS11_05,103.4545
BS11_05,92.3456
BS11_05,105.8054
BS11_05,125.3721
BS11_05,91.2662
BS11_05,86.5046
