,Name,Coverage,,,
10696,G11_09,91.3779,,,
10697,G11_09,101.3062,,,
10698,G11_09,88.8252,,,
10699,G11_09,93.6621,,,
10700,G11_09,113.3092,,,
10701,G11_09,94.0839,,,
10702,G11_09,162.9991,,,
10703,G11_09,85.4036,,,
10704,G11_09,87.0881,,,
10705,G11_09,99.5779,,,
10706,G11_09,107.2116,,,
10707,G11_09,108.8857,,,
10708,G11_09,107.6526,,,
10709,G11_09,104.0569,,,
10710,G11_09,111.4263,,,
10711,G11_09,102.527,,,
10712,G11_09,97.4354,,,
10713,G11_09,92.6537,,,
10714,G11_09,116.4444,,,
10715,G11_09,107.7754,,,
10716,G11_09,107.4333,,,
10717,G11_09,92.6546,,,
10718,G11_09,110.166,,,
10719,G11_09,114.8243,,,
10720,G11_09,82.3424,,,
10721,G11_09,94.8193,,,
10722,G11_09,92.8668,,,
10723,G11_09,111.0739,,,
10724,G11_09,109.8386,,,
10725,G11_09,119.9358,,,
10726,G11_09,92.5806,,,
10727,G11_09,158.883,,,
10728,G11_09,103.2217,,,
10729,G11_09,107.9417,,,
10730,G11_09,87.2766,,,
10731,G11_09,90.6103,,,
10732,G11_09,117.4946,,,
10733,G11_09,84.1037,,,
10734,G11_09,76.5066,,,
10735,G11_09,93.4149,,,
10736,G11_09,110.4099,,,
10737,G11_09,151.3273,,,
10738,G11_09,144.6814,,,
10739,G11_09,100.6952,,,
10740,G11_09,84.776,,,
10741,G11_09,83.7298,,,
10742,G11_09,107.5338,,,
10743,G11_09,81.3093,,,
10744,G11_09,115.9309,,,
10745,G11_09,103.9176,,,
10746,G11_09,116.896,,,
10747,G11_09,109.6128,,,
10748,G11_09,97.9292,,,
10749,G11_09,94.4342,,,
10750,G11_09,94.765,,,
10751,G11_09,98.6138,,,
10752,G11_09,97.9687,,,
10753,G11_09,92.7974,,,
10754,G11_09,99.2563,,,
10755,G11_09,99.5717,,,
10756,G11_09,122.3069,,,
10757,G11_09,94.4705,,,
10758,G11_09,98.1257,,,
10759,G11_09,93.7576,,,
10760,G11_09,93.6028,,,
10761,G11_09,103.2223,,,
10762,G11_09,118.7444,,,
10763,G11_09,116.985,,,
10764,G11_09,101.1021,,,
10765,G11_09,116.1661,,,
10766,G11_09,115.8674,,,
10767,G11_09,97.8929,,,
10768,G11_09,98.1242,,,
10769,G11_09,97.2568,,,
10770,G11_09,100.7238,,,
10771,G11_09,93.1871,,,
10772,G11_09,98.3939,,,
10773,G11_09,632.0315,,,
10774,G11_09,103.4674,,,
10775,G11_09,94.1886,,,
10776,G11_09,89.8615,,,
10777,G11_09,111.3789,,,
10778,G11_09,119.2086,,,
10779,G11_09,98.2958,,,
10780,G11_09,100.2639,,,
10781,G11_09,98.2665,,,
10782,G11_09,102.561,,,
10783,G11_09,96.1368,,,
10784,G11_09,119.962,,,
10785,G11_09,98.7217,,,
10786,G11_09,90.099,,,
10787,G11_09,92.4252,,,
10788,G11_09,102.9299,,,
10789,G11_09,112.9277,,,
10790,G11_09,96.6829,,,
10791,G11_09,101.2716,,,
10792,G11_09,99.1136,,,
10793,G11_09,97.0509,,,
10794,G11_09,89.3255,,,
10795,G11_09,95.6676,,,
10796,G11_09,98.043,,,
10797,G11_09,91.9648,,,
10798,G11_09,112.1487,,,
10799,G11_09,93.8824,,,
10800,G11_09,95.9674,,,
10801,G11_09,92.5679,,,
10802,G11_09,354.8668,,,
10803,G11_09,104.0135,,,
10804,G11_09,91.1104,,,
10805,G11_09,176.8392,,,
10806,G11_09,101.2921,,,
10807,G11_09,107.3913,,,
10808,G11_09,100.4914,,,
10809,G11_09,95.5247,,,
10810,G11_09,102.59,,,
10811,G11_09,99.9025,,,
10812,G11_09,109.0808,,,
10813,G11_09,88.6136,,,
10814,G11_09,93.1385,,,
10815,G11_09,94.4379,,,
10816,G11_09,97.1454,,,
10817,G11_09,103.8849,,,
10818,G11_09,83.0804,,,
10819,G11_09,155.3565,,,
10820,G11_09,136.5978,,,
10821,G11_09,114.5229,,,
10822,G11_09,120.4798,,,
10823,G11_09,106.2157,,,
10824,G11_09,108.0903,,,
10825,G11_09,101.0502,,,
10826,G11_09,99.3549,,,
10827,G11_09,99.5932,,,
10828,G11_09,96.9371,,,
10829,G11_09,125.2487,,,
10830,G11_09,92.1051,,,
10831,G11_09,85.3986,,,
10832,G11_09,95.7287,,,
10833,G11_09,90.1174,,,
10834,G11_09,105.8166,,,
10835,G11_09,111.6113,,,
10836,G11_09,92.2052,,,
10837,G11_09,105.6609,,,
10838,G11_09,99.2268,,,
10839,G11_09,111.3761,,,
10840,G11_09,106.0245,,,
10841,G11_09,96.213,,,
10842,G11_09,108.4384,,,
10843,G11_09,112.1817,,,
10844,G11_09,91.5566,,,
10845,G11_09,92.3922,,,
10846,G11_09,95.8716,,,
10847,G11_09,105.3484,,,
10848,G11_09,78.04,,,
10849,G11_09,97.3801,,,
10850,G11_09,101.0534,,,
10851,G11_09,92.9088,,,
10852,G11_09,128.2533,,,
10853,G11_09,100.7429,,,
10854,G11_09,77.6433,,,
10855,G11_09,98.7643,,,
10856,G11_09,106.0258,,,
10857,G11_09,87.5092,,,
10858,G11_09,83.0686,,,
10859,G11_09,101.9861,,,
10860,G11_09,144.8807,,,
10861,G11_09,89.3454,,,
10862,G11_09,107.4367,,,
10863,G11_09,94.9973,,,
10864,G11_09,85.1673,,,
10865,G11_09,139.7243,,,
10866,G11_09,97.4643,,,
10867,G11_09,96.011,,,
10868,G11_09,6.2553,,,
10869,G11_09,106.1753,,,
10870,G11_09,87.8901,,,
10871,G11_09,98.4166,,,
10872,G11_09,88.4347,,,
10873,G11_09,80.6097,,,
10874,G11_09,132.3064,,,
10875,G11_09,98.428,,,
10876,G11_09,103.7492,,,
10877,G11_09,145.5103,,,
10878,G11_09,93.5859,,,
10879,G11_09,85.4959,,,
10880,G11_09,173.3425,,,
10881,G11_09,98.4584,,,
10882,G11_09,115.5952,,,
10883,G11_09,70.8401,,,
10884,G11_09,93.3208,,,
10885,G11_09,99.2302,,,
10886,G11_09,90.4288,,,
10887,G11_09,110.8222,,,
10888,G11_09,97.4783,,,
10889,G11_09,132.5001,,,
10890,G11_09,139.7207,,,
10891,G11_09,148.9664,,,
10892,G11_09,109.3574,,,
10893,G11_09,102.5181,,,
10894,G11_09,113.8928,,,
10895,G11_09,80.9722,,,
10896,G11_09,90.7604,,,
10897,G11_09,113.6461,,,
10898,G11_09,113.5784,,,
10899,G11_09,99.3654,,,
10900,G11_09,110.9119,,,
10901,G11_09,140.7207,,,
10902,G11_09,91.1509,,,
10903,G11_09,165.8516,,,
10904,G11_09,72.1455,,,
10905,G11_09,103.7354,,,
10906,G11_09,105.6518,,,
10907,G11_09,102.3009,,,
10908,G11_09,102.5063,,,
10909,G11_09,107.2267,,,
10910,G11_09,88.3936,,,
10911,G11_09,100.2729,,,
10912,G11_09,145.4922,,,
10913,G11_09,101.1024,,,
10914,G11_09,59.8292,,,
10915,G11_09,98.391,,,
10916,G11_09,98.3681,,,
10917,G11_09,101.3679,,,
10918,G11_09,101.6595,,,
10919,G11_09,145.5305,,,
10920,G11_09,5.9568,,,
10921,G11_09,100.9555,,,
10922,G11_09,99.8668,,,
10923,G11_09,126.8404,,,
10924,G11_09,147.2415,,,
10925,G11_09,87.5399,,,
10926,G11_09,86.2033,,,
10927,G11_09,93.9035,,,
10928,G11_09,5.1049,,,
10929,G11_09,113.0568,,,
10930,G11_09,104.3142,,,
10931,G11_09,81.6132,,,
10932,G11_09,84.5533,,,
10933,G11_09,144.8129,,,
10934,G11_09,181.5462,,,
10935,G11_09,104.0956,,,
10936,G11_09,102.901,,,
10937,G11_09,76.5069,,,
10938,G11_09,96.0889,,,
10939,G11_09,93.795,,,
10940,G11_09,99.4876,,,
10941,G11_09,72.7498,,,
10942,G11_09,95.8603,,,
10943,G11_09,89.4763,,,
10944,G11_09,85.0947,,,
10945,G11_09,111.5411,,,
10946,G11_09,153.1046,,,
10947,G11_09,97.2797,,,
10948,G11_09,150.7145,,,
10949,G11_09,78.1629,,,
10950,G11_09,97.5178,,,
10951,G11_09,93.2377,,,
10952,G11_09,93.5197,,,
10953,G11_09,110.2702,,,
10954,G11_09,105.4055,,,
10955,G11_09,94.8912,,,
10956,G11_09,91.8354,,,
10957,G11_09,13.2362,,,
10958,G11_09,141.4424,,,
10959,G11_09,90.695,,,
10960,G11_09,84.4886,,,
10961,G11_09,47.7832,,,
10962,G11_09,125.2562,,,
10963,G11_09,80.9871,,,
10964,G11_09,89.1863,,,
10965,G11_09,116.4719,,,
10966,G11_09,110.955,,,
10967,G11_09,104.4343,,,
10968,G11_09,174.1257,,,
10969,G11_09,6.1033,,,
10970,G11_09,116.18,,,
10971,G11_09,92.0848,,,
10972,G11_09,93.6611,,,
10973,G11_09,119.7677,,,
10974,G11_09,87.9778,,,
10975,G11_09,96.5842,,,
10976,G11_09,87.0549,,,
10977,G11_09,113.5543,,,
10978,G11_09,106.3738,,,
10979,G11_09,120.6168,,,
10980,G11_09,90.1162,,,
10981,G11_09,127.1341,,,
10982,G11_09,111.9605,,,
10983,G11_09,94.3414,,,
10984,G11_09,85.8009,,,
10985,G11_09,101.2702,,,
10986,G11_09,123.1889,,,
10987,G11_09,105.8792,,,
10988,G11_09,87.9796,,,
10989,G11_09,109.449,,,
10990,G11_09,119.5623,,,
10991,G11_09,82.9494,,,
10992,G11_09,215.7099,,,
10993,G11_09,77.5274,,,
10994,G11_09,127.3375,,,
10995,G11_09,87.8858,,,
10996,G11_09,98.0653,,,
10997,G11_09,98.8709,,,
10998,G11_09,72.8956,,,
10999,G11_09,11.4934,,,
11000,G11_09,4.7752,,,
11001,G11_09,100.1432,,,
11002,G11_09,111.2345,,,
11003,G11_09,111.0022,,,
11004,G11_09,74.317,,,
11005,G11_09,5.9227,,,
11006,G11_09,99.7031,,,
11007,G11_09,5.5586,,,
11008,G11_09,83.4288,,,
11009,G11_09,85.4856,,,
11010,G11_09,87.9346,,,
11011,G11_09,82.7266,,,
11012,G11_09,101.4314,,,
11013,G11_09,96.1664,,,
11014,G11_09,97.7793,,,
11015,G11_09,84.77,,,
11016,G11_09,20.4832,,,
11017,G11_09,157.5457,,,
11018,G11_09,86.5298,,,
11019,G11_09,120.393,,,
11020,G11_09,101.5704,,,
11021,G11_09,122.6295,,,
11022,G11_09,87.2226,,,
11023,G11_09,144.2181,,,
11024,G11_09,6.1036,,,
11025,G11_09,146.1069,,,
11026,G11_09,78.1085,,,
11027,G11_09,87.3285,,,
11028,G11_09,5.3024,,,
11029,G11_09,101.5214,,,
11030,G11_09,91.365,,,
11031,G11_09,97.3011,,,
11032,G11_09,5.3361,,,
11033,G11_09,92.33,,,
11034,G11_09,110.127,,,
11035,G11_09,10.6495,,,
11036,G11_09,5.2439,,,
11037,G11_09,90.4607,,,
11038,G11_09,64.7365,,,
11039,G11_09,147.1276,,,
11040,G11_09,5.0259,,,
11041,G11_09,120.9182,,,
11042,G11_09,96.8418,,,
11043,G11_09,6.2298,,,
11044,G11_09,100.8688,,,
11045,G11_09,92.3516,,,
11046,G11_09,156.7856,,,
11047,G11_09,121.5779,,,
11048,G11_09,108.8814,,,
11049,G11_09,138.283,,,
11050,G11_09,102.9711,,,
11051,G11_09,77.0602,,,
11052,G11_09,4.6583,,,
11053,G11_09,118.6932,,,
11054,G11_09,274.8908,,,
11055,G11_09,4.2045,,,
11056,G11_09,81.4363,,,
11057,G11_09,87.5757,,,
11058,G11_09,88.3718,,,
11059,G11_09,4.2894,,,
11060,G11_09,16.3598,,,
11061,G11_09,119.7047,,,
11062,G11_09,103.2253,,,
11063,G11_09,106.2554,,,
11064,G11_09,15.169,,,
11065,G11_09,111.2149,,,
11066,G11_09,115.3984,,,
11067,G11_09,94.3814,,,
11068,G11_09,158.7162,,,
11069,G11_09,118.7152,,,
11070,G11_09,76.7545,,,
11071,G11_09,100.8467,,,
11072,G11_09,95.2965,,,
11073,G11_09,6.1802,,,
11074,G11_09,4.9313,,,
11075,G11_09,165.4439,,,
11076,G11_09,191.2961,,,
11077,G11_09,105.9512,,,
11078,G11_09,113.0204,,,
11079,G11_09,106.2947,,,
11080,G11_09,41.974,,,
11081,G11_09,8.323,,,
11082,G11_09,132.975,,,
11083,G11_09,97.5638,,,
11084,G11_09,115.1605,,,
11085,G11_09,95.7736,,,
11086,G11_09,41.6973,,,
11087,G11_09,121.0343,,,
11088,G11_09,80.7214,,,
11089,G11_09,198.5454,,,
11090,G11_09,127.2368,,,
11091,G11_09,120.7992,,,
11092,G11_09,8.5076,,,
11093,G11_09,96.0121,,,
11094,G11_09,83.0274,,,
11095,G11_09,5.3011,,,
11096,G11_09,89.4595,,,
11097,G11_09,137.0573,,,
11098,G11_09,127.7821,,,
11099,G11_09,109.4404,,,
11100,G11_09,4.8569,,,
11101,G11_09,8.5049,,,
11102,G11_09,156.7991,,,
11103,G11_09,90.8515,,,
11104,G11_09,110.3794,,,
11105,G11_09,32.4,,,
11106,G11_09,189.2269,,,
11107,G11_09,86.1919,,,
11108,G11_09,167.1207,,,
11109,G11_09,4.696,,,
11110,G11_09,116.4973,,,
11111,G11_09,103.5183,,,
11112,G11_09,152.0596,,,
11113,G11_09,10.3202,,,
11114,G11_09,162.5645,,,
11115,G11_09,104.09,,,
11116,G11_09,105.619,,,
11117,G11_09,94.4636,,,
11118,G11_09,92.659,,,
11119,G11_09,217.6382,,,
11120,G11_09,138.6098,,,
11121,G11_09,142.9015,,,
11122,G11_09,200.4119,,,
11123,G11_09,125.2445,,,
11124,G11_09,134.6308,,,
11125,G11_09,106.8644,,,
11126,G11_09,101.9777,,,
11127,G11_09,169.8025,,,
11128,G11_09,141.5882,,,
11129,G11_09,95.1449,,,
11130,G11_09,120.7005,,,
11131,G11_09,145.3101,,,
11132,G11_09,92.3953,,,
11133,G11_09,114.2373,,,
11134,G11_09,246.3032,,,
11135,G11_09,121.2335,,,
11136,G11_09,139.511,,,
11137,G11_09,100.7057,,,
11138,G11_09,230.0772,,,
11139,G11_09,310.4584,,,
11140,G11_09,208.578,,,
11141,G11_09,203.5305,,,
11142,G11_09,230.2279,,,
1346,G13_01,21.8205,,,
1347,G13_01,31.9096,,,
1348,G13_01,32.6437,,,
1349,G13_01,33.4512,,,
1350,G13_01,33.5421,,,
1351,G13_01,37.3564,,,
1352,G13_01,37.9994,,,
1353,G13_01,38.4466,,,
1354,G13_01,38.6701,,,
1355,G13_01,38.9397,,,
1356,G13_01,38.9642,,,
1357,G13_01,39.6905,,,
1358,G13_01,40.5731,,,
1359,G13_01,41.8728,,,
1360,G13_01,41.9309,,,
1361,G13_01,42.1952,,,
1362,G13_01,44.6498,,,
1363,G13_01,44.7271,,,
1364,G13_01,44.8648,,,
1365,G13_01,46.2695,,,
1366,G13_01,46.6259,,,
1367,G13_01,47.0346,,,
1368,G13_01,47.6323,,,
1369,G13_01,47.7427,,,
1370,G13_01,47.9308,,,
1371,G13_01,47.9529,,,
1372,G13_01,48.8998,,,
1373,G13_01,49.0911,,,
1374,G13_01,49.3269,,,
1375,G13_01,49.3832,,,
1376,G13_01,49.4186,,,
1377,G13_01,51.075,,,
1378,G13_01,51.9591,,,
1379,G13_01,52.2373,,,
1380,G13_01,52.703,,,
1381,G13_01,52.8502,,,
1382,G13_01,54.031,,,
1383,G13_01,55.5815,,,
1384,G13_01,55.6828,,,
1385,G13_01,56.3341,,,
1386,G13_01,56.6599,,,
1387,G13_01,57.2385,,,
1388,G13_01,57.5149,,,
1389,G13_01,58.6954,,,
1390,G13_01,59.1771,,,
1391,G13_01,59.5347,,,
1392,G13_01,59.5397,,,
1393,G13_01,61.1722,,,
1394,G13_01,62.1126,,,
1395,G13_01,64.5613,,,
1396,G13_01,65.4117,,,
1397,G13_01,65.7036,,,
1398,G13_01,66.6909,,,
1399,G13_01,67.0184,,,
1400,G13_01,67.6198,,,
1401,G13_01,68.306,,,
1402,G13_01,68.4614,,,
1403,G13_01,69.1006,,,
1404,G13_01,69.3123,,,
1405,G13_01,69.802,,,
1406,G13_01,69.9044,,,
1407,G13_01,70.002,,,
1408,G13_01,70.2996,,,
1409,G13_01,73.6497,,,
1410,G13_01,74.5965,,,
1411,G13_01,74.6561,,,
1412,G13_01,74.8544,,,
1413,G13_01,75.496,,,
1414,G13_01,75.5708,,,
1415,G13_01,76.9378,,,
1416,G13_01,79.4359,,,
1417,G13_01,81.8483,,,
1418,G13_01,82.438,,,
1419,G13_01,82.8593,,,
1420,G13_01,82.8738,,,
1421,G13_01,83.2801,,,
1422,G13_01,83.5115,,,
1423,G13_01,84.6894,,,
1424,G13_01,85.037,,,
1425,G13_01,85.496,,,
1426,G13_01,85.7224,,,
1427,G13_01,86.2937,,,
1428,G13_01,87.3439,,,
1429,G13_01,88.3519,,,
1430,G13_01,88.8327,,,
1431,G13_01,88.9702,,,
1432,G13_01,90.1189,,,
1433,G13_01,90.7716,,,
1434,G13_01,91.4889,,,
1435,G13_01,91.8912,,,
1436,G13_01,92.5435,,,
1437,G13_01,93.4621,,,
1438,G13_01,93.9328,,,
1439,G13_01,94.2052,,,
1440,G13_01,94.312,,,
1441,G13_01,96.6122,,,
1442,G13_01,97.2994,,,
1443,G13_01,97.5172,,,
1444,G13_01,98.6835,,,
1445,G13_01,99.0965,,,
1446,G13_01,99.2531,,,
1447,G13_01,99.9781,,,
1448,G13_01,102.3552,,,
1449,G13_01,103.2695,,,
1450,G13_01,104.5744,,,
1451,G13_01,106.9127,,,
1452,G13_01,113.0318,,,
1453,G13_01,113.5491,,,
1454,G13_01,113.7123,,,
1455,G13_01,114.3968,,,
1456,G13_01,114.6558,,,
1457,G13_01,115.3865,,,
1458,G13_01,115.693,,,
1459,G13_01,117.6699,,,
1460,G13_01,117.8718,,,
1461,G13_01,120.9886,,,
1462,G13_01,122.4548,,,
1463,G13_01,124.4839,,,
1464,G13_01,130.4619,,,
1465,G13_01,133.7642,,,
1466,G13_01,135.5567,,,
1467,G13_01,137.0148,,,
1468,G13_01,137.7561,,,
1469,G13_01,138.578,,,
1470,G13_01,140.382,,,
1471,G13_01,141.2683,,,
1472,G13_01,141.9382,,,
1473,G13_01,143.3598,,,
1474,G13_01,154.9306,,,
1475,G13_01,155.4057,,,
1476,G13_01,160.6448,,,
1477,G13_01,162.0615,,,
1478,G13_01,163.8621,,,
1479,G13_01,164.1439,,,
1480,G13_01,164.2427,,,
1481,G13_01,164.3176,,,
1482,G13_01,166.2476,,,
1483,G13_01,172.3653,,,
1484,G13_01,172.8912,,,
1485,G13_01,178.8108,,,
1486,G13_01,181.8207,,,
1487,G13_01,183.5381,,,
1488,G13_01,198.9633,,,
1489,G13_01,202.3662,,,
1490,G13_01,203.7592,,,
1491,G13_01,208.7346,,,
1492,G13_01,220.9551,,,
1493,G13_01,225.4797,,,
1494,G13_01,255.086,,,
1495,G13_01,269.8831,,,
1496,G13_01,272.7073,,,
1497,G13_01,278.0966,,,
1498,G13_01,282.9654,,,
1499,G13_01,290.3609,,,
1500,G13_01,294.0167,,,
1501,G13_01,359.5615,,,
1502,G13_01,374.5432,,,
1503,G13_01,592.5012,,,
1504,G13_01,1750.3697,,,
11143,G13_01,38.9526,,,
11144,G13_01,36.483,,,
11145,G13_01,34.5523,,,
11146,G13_01,36.6333,,,
11147,G13_01,36.873,,,
11148,G13_01,39.0788,,,
11149,G13_01,38.493,,,
11150,G13_01,34.896,,,
11151,G13_01,44.8428,,,
11152,G13_01,33.9378,,,
11153,G13_01,36.9299,,,
11154,G13_01,35.2333,,,
11155,G13_01,35.339,,,
11156,G13_01,37.4172,,,
11157,G13_01,38.7786,,,
11158,G13_01,37.7651,,,
11159,G13_01,29.5453,,,
11160,G13_01,33.9599,,,
11161,G13_01,38.0721,,,
11162,G13_01,34.7622,,,
11163,G13_01,30.9815,,,
11164,G13_01,36.2854,,,
11165,G13_01,46.8462,,,
11166,G13_01,46.9978,,,
11167,G13_01,37.8121,,,
11168,G13_01,33.9272,,,
11169,G13_01,31.0542,,,
11170,G13_01,37.439,,,
11171,G13_01,44.9249,,,
11172,G13_01,35.5511,,,
11173,G13_01,37.7644,,,
11174,G13_01,50.2093,,,
11175,G13_01,33.188,,,
11176,G13_01,36.0183,,,
11177,G13_01,27.8036,,,
11178,G13_01,40.2746,,,
11179,G13_01,28.3313,,,
11180,G13_01,32.9764,,,
11181,G13_01,35.0668,,,
11182,G13_01,32.287,,,
11183,G13_01,38.4127,,,
11184,G13_01,32.5727,,,
11185,G13_01,40.2286,,,
11186,G13_01,35.1611,,,
11187,G13_01,38.6367,,,
11188,G13_01,37.527,,,
11189,G13_01,29.2876,,,
11190,G13_01,39.0147,,,
11191,G13_01,113.1092,,,
11192,G13_01,50.9473,,,
11193,G13_01,34.544,,,
11194,G13_01,36.7676,,,
11195,G13_01,31.7505,,,
11196,G13_01,33.4593,,,
11197,G13_01,42.1784,,,
11198,G13_01,34.0675,,,
11199,G13_01,32.3201,,,
11200,G13_01,33.6646,,,
11201,G13_01,33.6393,,,
11202,G13_01,31.9561,,,
11203,G13_01,37.3338,,,
11204,G13_01,52.8949,,,
11205,G13_01,31.6359,,,
11206,G13_01,30.3973,,,
11207,G13_01,30.9313,,,
11208,G13_01,34.3767,,,
11209,G13_01,34.2239,,,
11210,G13_01,37.6405,,,
11211,G13_01,33.8428,,,
11212,G13_01,32.4035,,,
11213,G13_01,40.3244,,,
11214,G13_01,35.7624,,,
11215,G13_01,29.9919,,,
11216,G13_01,35.843,,,
11217,G13_01,34.3906,,,
11218,G13_01,38.1908,,,
11219,G13_01,35.4842,,,
11220,G13_01,38.2639,,,
11221,G13_01,34.6712,,,
11222,G13_01,34.8667,,,
11223,G13_01,34.1929,,,
11224,G13_01,37.1817,,,
11225,G13_01,37.4879,,,
11226,G13_01,36.0194,,,
11227,G13_01,30.0933,,,
11228,G13_01,32.1083,,,
11229,G13_01,41.2662,,,
11230,G13_01,31.1351,,,
11231,G13_01,28.7922,,,
11232,G13_01,35.7518,,,
11233,G13_01,42.019,,,
11234,G13_01,41.0095,,,
11235,G13_01,35.3145,,,
11236,G13_01,38.2267,,,
11237,G13_01,35.7804,,,
11238,G13_01,36.0575,,,
11239,G13_01,40.3269,,,
11240,G13_01,35.1531,,,
11241,G13_01,29.6333,,,
11242,G13_01,30.5204,,,
11243,G13_01,31.788,,,
11244,G13_01,29.8318,,,
11245,G13_01,26.9553,,,
11246,G13_01,33.5605,,,
11247,G13_01,40.3356,,,
11248,G13_01,35.7495,,,
11249,G13_01,29.4588,,,
11250,G13_01,39.8199,,,
11251,G13_01,33.0616,,,
11252,G13_01,32.6361,,,
11253,G13_01,36.6605,,,
11254,G13_01,32.5683,,,
11255,G13_01,35.3363,,,
11256,G13_01,35.5711,,,
11257,G13_01,35.878,,,
11258,G13_01,32.3064,,,
11259,G13_01,32.8255,,,
11260,G13_01,34.1877,,,
11261,G13_01,38.9921,,,
11262,G13_01,37.723,,,
11263,G13_01,48.1152,,,
11264,G13_01,34.8702,,,
11265,G13_01,32.2206,,,
11266,G13_01,46.7334,,,
11267,G13_01,30.8587,,,
11268,G13_01,34.3806,,,
11269,G13_01,35.9741,,,
11270,G13_01,35.6031,,,
11271,G13_01,40.8722,,,
11272,G13_01,45.2532,,,
11273,G13_01,37.9521,,,
11274,G13_01,39.1408,,,
11275,G13_01,29.3793,,,
11276,G13_01,35.8797,,,
11277,G13_01,36.6274,,,
11278,G13_01,38.346,,,
11279,G13_01,34.8707,,,
11280,G13_01,29.7416,,,
11281,G13_01,33.9975,,,
11282,G13_01,34.2651,,,
11283,G13_01,37.0862,,,
11284,G13_01,40.1135,,,
11285,G13_01,32.216,,,
11286,G13_01,35.1718,,,
11287,G13_01,31.8389,,,
11288,G13_01,33.7669,,,
11289,G13_01,30.9988,,,
11290,G13_01,38.7629,,,
11291,G13_01,77.5492,,,
11292,G13_01,39.5289,,,
11293,G13_01,38.3884,,,
11294,G13_01,33.6825,,,
11295,G13_01,38.2493,,,
11296,G13_01,35.5304,,,
11297,G13_01,35.3955,,,
11298,G13_01,37.6718,,,
11299,G13_01,34.7533,,,
11300,G13_01,33.7443,,,
11301,G13_01,31.9464,,,
11302,G13_01,34.6165,,,
11303,G13_01,40.036,,,
11304,G13_01,35.9172,,,
11305,G13_01,38.9884,,,
11306,G13_01,28.5842,,,
11307,G13_01,32.258,,,
11308,G13_01,33.6154,,,
11309,G13_01,34.383,,,
11310,G13_01,42.664,,,
11311,G13_01,42.9537,,,
11312,G13_01,38.3331,,,
11313,G13_01,31.8875,,,
11314,G13_01,34.9829,,,
11315,G13_01,35.1018,,,
11316,G13_01,36.3661,,,
11317,G13_01,27.7338,,,
11318,G13_01,28.7689,,,
11319,G13_01,34.5483,,,
11320,G13_01,32.8974,,,
11321,G13_01,77.9642,,,
11322,G13_01,32.5286,,,
11323,G13_01,34.18,,,
11324,G13_01,36.5115,,,
11325,G13_01,34.9753,,,
11326,G13_01,34.0876,,,
11327,G13_01,40.9652,,,
11328,G13_01,45.1285,,,
11329,G13_01,37.5002,,,
11330,G13_01,41.6709,,,
11331,G13_01,32.6865,,,
11332,G13_01,37.2271,,,
11333,G13_01,43.7565,,,
11334,G13_01,35.144,,,
11335,G13_01,37.3743,,,
11336,G13_01,39.3938,,,
11337,G13_01,42.6891,,,
11338,G13_01,31.7798,,,
11339,G13_01,36.5669,,,
11340,G13_01,39.1136,,,
11341,G13_01,35.6537,,,
11342,G13_01,35.4148,,,
11343,G13_01,37.234,,,
11344,G13_01,35.4293,,,
11345,G13_01,35.1259,,,
11346,G13_01,30.6873,,,
11347,G13_01,33.1683,,,
11348,G13_01,37.4805,,,
11349,G13_01,30.9499,,,
11350,G13_01,37.0889,,,
11351,G13_01,61.7257,,,
11352,G13_01,39.0961,,,
11353,G13_01,37.3432,,,
11354,G13_01,29.26,,,
11355,G13_01,33.2944,,,
11356,G13_01,38.902,,,
11357,G13_01,33.2448,,,
11358,G13_01,42.536,,,
11359,G13_01,33.2506,,,
11360,G13_01,34.9055,,,
11361,G13_01,55.5903,,,
11362,G13_01,36.9502,,,
11363,G13_01,31.547,,,
11364,G13_01,39.7126,,,
11365,G13_01,30.1769,,,
11366,G13_01,37.4476,,,
11367,G13_01,28.6005,,,
11368,G13_01,32.1181,,,
11369,G13_01,30.818,,,
11370,G13_01,38.6087,,,
11371,G13_01,46.8285,,,
11372,G13_01,44.1048,,,
11373,G13_01,31.3843,,,
11374,G13_01,30.9792,,,
11375,G13_01,54.7694,,,
11376,G13_01,28.53,,,
11377,G13_01,35.5021,,,
11378,G13_01,40.1225,,,
11379,G13_01,29.1877,,,
11380,G13_01,46.3484,,,
11381,G13_01,39.8796,,,
11382,G13_01,32.1707,,,
11383,G13_01,28.3993,,,
11384,G13_01,35.6522,,,
11385,G13_01,33.0145,,,
11386,G13_01,27.1798,,,
11387,G13_01,28.6368,,,
11388,G13_01,37.4375,,,
11389,G13_01,43.4045,,,
11390,G13_01,40.669,,,
11391,G13_01,38.5353,,,
11392,G13_01,38.9717,,,
11393,G13_01,53.6113,,,
11394,G13_01,40.2569,,,
11395,G13_01,32.6889,,,
11396,G13_01,38.785,,,
11397,G13_01,31.4283,,,
11398,G13_01,33.7496,,,
11399,G13_01,61.4861,,,
11400,G13_01,41.6218,,,
11401,G13_01,40.7953,,,
11402,G13_01,28.0955,,,
11403,G13_01,31.6523,,,
11404,G13_01,58.4981,,,
11405,G13_01,32.5689,,,
11406,G13_01,34.2814,,,
11407,G13_01,30.6475,,,
11408,G13_01,26.2238,,,
11409,G13_01,31.3155,,,
11410,G13_01,40.7643,,,
11411,G13_01,37.8777,,,
11412,G13_01,35.0506,,,
11413,G13_01,46.5786,,,
11414,G13_01,28.9083,,,
11415,G13_01,36.3735,,,
