,Name,Coverage,,,
6310,BK11_02,85.3271,-0.490195904,,
6311,BK11_02,96.8476,-0.399749525,,
6312,BK11_02,92.4015,-0.434655444,,
6313,BK11_02,101.1567,-0.365919179,,
6314,BK11_02,85.7172,-0.487133265,,
6315,BK11_02,95.913,-0.407086983,,
6316,BK11_02,101.7588,-0.361192148,,
6317,BK11_02,105.3695,-0.332844876,,
6318,BK11_02,89.013,-0.461258245,,
6319,BK11_02,97.3751,-0.395608171,,
6320,BK11_02,121.664,-0.204918264,,
6321,BK11_02,282.5535,1.058210318,,
6322,BK11_02,96.9305,-0.399098684,,
6323,BK11_02,95.947,-0.406820052,,
6324,BK11_02,88.9862,-0.461468649,,
6325,BK11_02,117.1612,-0.24026933,,
6326,BK11_02,99.6636,-0.377641369,,
6327,BK11_02,118.9801,-0.225989314,,
6328,BK11_02,92.6738,-0.432517642,,
6329,BK11_02,99.6483,-0.377761488,,
6330,BK11_02,86.3946,-0.481815061,,
6331,BK11_02,146.3841,-0.010843045,,
6332,BK11_02,128.0127,-0.155075207,,
6333,BK11_02,109.1448,-0.303205345,,
6334,BK11_02,111.1333,-0.287593815,,
6335,BK11_02,100.1698,-0.37366724,,
6336,BK11_02,132.9046,-0.116669353,,
6337,BK11_02,86.56,-0.480516521,,
6338,BK11_02,110.259,-0.294457864,,
6339,BK11_02,94.8657,-0.415309238,,
6340,BK11_02,109.3072,-0.301930358,,
6341,BK11_02,100.6916,-0.369570636,,
6342,BK11_02,95.4334,-0.410852278,,
6343,BK11_02,79.7342,-0.534105245,,
6344,BK11_02,97.4333,-0.395151248,,
6345,BK11_02,126.6353,-0.165889047,,
6346,BK11_02,99.1459,-0.381705784,,
6347,BK11_02,88.2127,-0.467541326,,
6348,BK11_02,127.7097,-0.157454032,,
6349,BK11_02,86.9565,-0.477403636,,
6350,BK11_02,110.8613,-0.289729262,,
6351,BK11_02,105.0692,-0.335202504,,
6352,BK11_02,179.2783,0.247406276,,
6353,BK11_02,90.7887,-0.447317388,,
6354,BK11_02,100.0592,-0.37453555,,
6355,BK11_02,81.5668,-0.519717672,,
6356,BK11_02,104.8729,-0.336743637,,
6357,BK11_02,103.1697,-0.350115302,,
6358,BK11_02,75.4224,-0.567956788,,
6359,BK11_02,90.4992,-0.449590226,,
6360,BK11_02,173.2146,0.199800728,,
6361,BK11_02,103.1716,-0.350100386,,
6362,BK11_02,116.6727,-0.244104498,,
6363,BK11_02,100.8376,-0.368424404,,
6364,BK11_02,92.0567,-0.437362437,,
6365,BK11_02,111.0372,-0.288348288,,
6366,BK11_02,113.4064,-0.269747918,,
6367,BK11_02,99.93,-0.375549887,,
6368,BK11_02,101.3227,-0.364615929,,
6369,BK11_02,83.0489,-0.508081842,,
6370,BK11_02,94.9752,-0.414449564,,
6371,BK11_02,112.5342,-0.276595479,,
6372,BK11_02,99.1703,-0.381514222,,
6373,BK11_02,77.5436,-0.551303443,,
6374,BK11_02,94.7896,-0.415906692,,
6375,BK11_02,101.3763,-0.36419512,,
6376,BK11_02,112.2986,-0.278445153,,
6377,BK11_02,95.2626,-0.412193213,,
6378,BK11_02,138.9143,-0.069487754,,
6379,BK11_02,95.6243,-0.40935354,,
6380,BK11_02,117.1403,-0.240433414,,
6381,BK11_02,115.3054,-0.254839044,,
6382,BK11_02,94.6732,-0.416820538,,
6383,BK11_02,106.2029,-0.32630193,,
6384,BK11_02,96.0845,-0.405740552,,
6385,BK11_02,96.0244,-0.406212392,,
6386,BK11_02,110.24,-0.294607031,,
6387,BK11_02,94.0575,-0.421654342,,
6388,BK11_02,106.7409,-0.322078141,,
6389,BK11_02,110.6521,-0.291371672,,
6390,BK11_02,110.5479,-0.292189737,,
6391,BK11_02,100.2449,-0.373077637,,
6392,BK11_02,102.5106,-0.355289835,,
6393,BK11_02,102.2825,-0.357080627,,
6394,BK11_02,107.2684,-0.317936788,,
6395,BK11_02,106.1272,-0.326896243,,
6396,BK11_02,89.6175,-0.456512371,,
6397,BK11_02,90.8194,-0.447076365,,
6398,BK11_02,96.6272,-0.401479865,,
6399,BK11_02,74.3382,-0.576468742,,
6400,BK11_02,84.9094,-0.493475229,,
6401,BK11_02,99.0258,-0.382648678,,
6402,BK11_02,81.8244,-0.517695278,,
6403,BK11_02,98.9865,-0.382957219,,
6404,BK11_02,118.1091,-0.232827455,,
6405,BK11_02,91.9653,-0.43808001,,
6406,BK11_02,124.1259,-0.185590115,,
6407,BK11_02,108.7422,-0.30636612,,
6408,BK11_02,91.1903,-0.444164464,,
6409,BK11_02,87.3458,-0.474347278,,
6410,BK11_02,85.2543,-0.490767451,,
6411,BK11_02,106.7328,-0.322141734,,
6412,BK11_02,120.8897,-0.210997221,,
6413,BK11_02,212.3541,0.507081322,,
6414,BK11_02,145.1114,-0.020834895,,
6415,BK11_02,116.5736,-0.244882523,,
6416,BK11_02,152.2183,0.034960719,,
6417,BK11_02,181.9491,0.26837448,,
6418,BK11_02,99.6542,-0.377715168,,
6419,BK11_02,101.9273,-0.35986927,,
6420,BK11_02,104.0352,-0.343320342,,
6421,BK11_02,95.9319,-0.406938601,,
6422,BK11_02,151.2059,0.02701246,,
6423,BK11_02,113.1834,-0.27149867,,
6424,BK11_02,101.2293,-0.365349203,,
6425,BK11_02,112.3316,-0.278186073,,
6426,BK11_02,95.4754,-0.41052254,,
6427,BK11_02,229.6632,0.642973465,,
6428,BK11_02,109.4199,-0.30104556,,
6429,BK11_02,106.3092,-0.325467378,,
6430,BK11_02,116.132,-0.248349484,,
6431,BK11_02,134.4609,-0.104450986,,
6432,BK11_02,116.9006,-0.242315277,,
6433,BK11_02,133.6754,-0.110617873,,
6434,BK11_02,119.0784,-0.22521757,,
6435,BK11_02,122.7046,-0.196748609,,
6436,BK11_02,108.2666,-0.310100012,,
6437,BK11_02,89.547,-0.45706586,,
6438,BK11_02,108.795,-0.305951592,,
6439,BK11_02,124.3057,-0.184178521,,
6440,BK11_02,104.1673,-0.342283237,,
6441,BK11_02,115.2562,-0.255225309,,
6442,BK11_02,103.1235,-0.350478014,,
6443,BK11_02,94.5265,-0.417972266,,
6444,BK11_02,110.0827,-0.295841979,,
6445,BK11_02,107.2094,-0.318399991,,
6446,BK11_02,225.036,0.606645746,,
6447,BK11_02,83.9365,-0.501113376,,
6448,BK11_02,94.212,-0.420441376,,
6449,BK11_02,100.3178,-0.372505305,,
6450,BK11_02,93.9917,-0.422170931,,
6451,BK11_02,84.3544,-0.497832482,,
6452,BK11_02,167.0229,0.151190264,,
6453,BK11_02,159.3239,0.090746127,,
6454,BK11_02,112.2694,-0.278674399,,
6455,BK11_02,111.2199,-0.286913927,,
6456,BK11_02,148.9807,0.009542621,,
6457,BK11_02,94.8723,-0.415257422,,
6458,BK11_02,95.1532,-0.413052102,,
6459,BK11_02,82.5398,-0.512078739,,
6460,BK11_02,227.7857,0.628233386,,
6461,BK11_02,119.0183,-0.22568941,,
6462,BK11_02,111.1385,-0.287552991,,
6463,BK11_02,124.4683,-0.182901964,,
6464,BK11_02,160.0644,0.096559724,,
6465,BK11_02,106.9386,-0.320526017,,
6466,BK11_02,190.8701,0.338412426,,
6467,BK11_02,87.7244,-0.471374924,,
6468,BK11_02,514.2684,2.877382564,,
6469,BK11_02,83.3935,-0.505376419,,
6470,BK11_02,199.0615,0.402722349,,
6471,BK11_02,207.3711,0.46796025,,
6472,BK11_02,86.2226,-0.483165417,,
6473,BK11_02,110.3816,-0.293495343,,
6474,BK11_02,91.6272,-0.440734402,,
6475,BK11_02,127.1517,-0.161834839,,
6476,BK11_02,94.8845,-0.415161641,,
6477,BK11_02,80.1119,-0.531139957,,
6478,BK11_02,165.4091,0.13852047,,
6479,BK11_02,112.3451,-0.278080086,,
6480,BK11_02,106.7675,-0.321869307,,
6481,BK11_02,131.6067,-0.126859046,,
6482,BK11_02,100.4442,-0.371512951,,
6483,BK11_02,285.0171,1.077551814,,
6484,BK11_02,108.5128,-0.308167118,,
6485,BK11_02,101.9707,-0.35952854,,
6486,BK11_02,151.1816,0.026821683,,
6487,BK11_02,107.172,-0.318693615,,
6488,BK11_02,91.4953,-0.441769937,,
6489,BK11_02,113.9549,-0.265441695,,
6490,BK11_02,89.5457,-0.457076066,,
6491,BK11_02,8.6367,-1.092285141,,
6492,BK11_02,77.3895,-0.552513268,,
6493,BK11_02,89.1027,-0.460554018,,
6494,BK11_02,83.4877,-0.504636864,,
6495,BK11_02,167.1108,0.151880359,,
6496,BK11_02,96.5713,-0.40191873,,
6497,BK11_02,87.5435,-0.472795153,,
6498,BK11_02,126.8629,-0.164102181,,
6499,BK11_02,87.4875,-0.473234804,,
